Ticker,MarketCap,TrailingPE,ForwardPE,TrailingEPS,ForwardEPS,TotalRevenue,DividendYield,Beta,Sector,Industry,FullTimeEmployees,Sector_Encoded,Industry_Encoded
COLPAL.BO,670132666368.0,45.87321,78.41662,53.71,31.42,60676685824.0,1.95,0.392,Consumer Defensive,Household & Personal Products,2221.0,4,46
COMPUSOFT.BO,1406054784.0,177.7,,0.1,,325198016.0,2.25,1.249,Consumer Defensive,Education & Training Services,519.0,4,33
CONCOR.BO,379712045056.0,28.986048,23.7358,21.5,,89472901120.0,2.73,0.623,Industrials,Railroads,1297.0,8,74
CONTROLPR.BO,9521346560.0,20.74939,27.909048,28.69,21.33,4035653888.0,1.51,0.325,Industrials,Business Equipment & Supplies,748.0,8,19
CORALFINAC.BO,1468209152.0,6.672161,,5.46,,308668992.0,1.1,0.426,Real Estate,Real Estate Services,7.0,9,77
CORDSCABLE.BO,2197725952.0,16.361885,,10.39,,7405403136.0,0.59,0.9,Industrials,Electrical Equipment & Parts,215.0,8,34
COROMANDEL.BO,489132294144.0,29.759985,53.596775,55.83,31.0,230095699968.0,0.72,0.412,Basic Materials,Agricultural Inputs,5339.0,1,2
COUNCODOS.BO,435320832.0,70.125,,0.08,,200143008.0,,1.442,Real Estate,Real Estate - Development,76.0,9,75
CREST.BO,9593961472.0,10.682888,,31.85,,1969323008.0,0.29,0.607,Financial Services,Financial Conglomerates,,6,41
CRISIL.BO,321186955264.0,46.948154,35.291283,93.55,,32597800960.0,2.37,0.241,Financial Services,Financial Data & Stock Exchanges,,6,42
CSLFINANCE.BO,5677873152.0,7.973826,6.8485923,31.71,36.92,2062834944.0,0.99,0.803,Financial Services,Credit Services,389.0,6,28
CTE.BO,1225313408.0,,,-19.51,,2054619264.0,,0.342,Technology,Information Technology Services,286.0,10,47
CUB.BO,109517717504.0,10.082024,12.737478,14.63,11.58,28680413184.0,0.68,0.695,Financial Services,Banks - Regional,7188.0,6,11
CUBEXTUB.BO,1310904448.0,31.0339,,2.95,,2326757888.0,,1.13,Basic Materials,Copper,,1,27
CUMMINSIND.BO,754233442304.0,37.591877,86.26823,72.38,31.54,102393298944.0,1.32,0.94,Industrials,Specialty Industrial Machinery,3073.0,8,87
CUPID.BO,18199377920.0,105.921875,3.1530232,0.64,21.5,1899368960.0,0.35,0.464,Consumer Defensive,Household & Personal Products,169.0,4,46
CURATECH.BO,,,,,,,,,Unknown,Unknown,,11,97
CYBERTECH.BO,4803451904.0,14.808062,,10.42,,2309139968.0,1.3,1.229,Technology,Information Technology Services,519.0,10,47
CYIENT.BO,139520376832.0,22.123623,25.154076,57.19,50.3,73119997952.0,2.37,1.257,Industrials,Conglomerates,12733.0,8,25
DABUR.BO,875791908864.0,48.78085,41.591476,10.13,,125475897344.0,1.11,0.355,Consumer Defensive,Household & Personal Products,5367.0,4,46
DALMIASUG.BO,24815988736.0,9.133155,10.257611,33.57,29.89,34779500544.0,1.88,1.417,Consumer Defensive,Confectioners,2357.0,4,24
DATAMATICS.BO,33699516416.0,15.824314,38.188213,36.03,14.93,16389199872.0,0.88,0.553,Technology,Information Technology Services,12311.0,10,47
DBCORP.BO,36259221504.0,8.222222,10.538581,24.75,19.31,24137390080.0,10.81,0.466,Communication Services,Publishing,4649.0,2,73
DBREALTY.BO,66473562112.0,17.251747,,7.15,,6322160128.0,,0.059,Real Estate,Real Estate - Development,1116.0,9,75
DCBBANK.BO,32795799552.0,5.5531917,7.6260047,18.8,13.69,25587505152.0,1.2,0.846,Financial Services,Banks - Regional,11268.0,6,11
DCM.BO,1874307200.0,6.8033895,,14.75,,688857024.0,,0.57,Industrials,Metal Fabrication,343.0,8,60
DCMSHRIRAM.BO,147626360832.0,27.396553,19.759586,34.8,48.25,115998703616.0,1.28,0.412,Industrials,Conglomerates,6067.0,8,25
DCW.BO,21410543616.0,62.534485,,1.16,,20841238528.0,0.51,0.54,Basic Materials,Chemicals,1761.0,1,21
DECCANCE.BO,10967872512.0,435.0,17.726965,1.8,44.17,6312954880.0,0.38,0.464,Basic Materials,Building Materials,396.0,1,17
DECPO.BO,28869750.0,,,-0.04,,,,-0.054,Consumer Cyclical,Packaging & Containers,,3,69
DEEPAKFERT.BO,120292196352.0,13.812147,25.175695,68.99,37.85,96933502976.0,0.89,0.292,Basic Materials,Chemicals,995.0,1,21
DELTACORP.BO,24755429376.0,15.803418,9.424056,5.85,9.81,7574400000.0,1.35,0.891,Consumer Cyclical,Resorts & Casinos,2484.0,3,79
DEN.BO,15061037056.0,6.9384613,7.3418603,4.55,4.3,9693370368.0,,1.298,Communication Services,Entertainment,,2,38
DENORA.BO,3813985280.0,95.28515,,7.54,,650254016.0,0.28,0.481,Industrials,Electrical Equipment & Parts,48.0,8,34
DESHRAK.BO,146375792.0,94.22857,,0.35,,66355744.0,,-0.016,Healthcare,Drug Manufacturers - Specialty & Generic,21.0,7,32
DHAMPURSUG.BO,7830164992.0,14.375751,2.5914304,8.33,46.21,18991200256.0,,1.191,Consumer Defensive,Confectioners,1218.0,4,24
DHANBANK.BO,9279373312.0,19.591665,,1.2,,6372713984.0,,0.785,Financial Services,Banks - Regional,1686.0,6,11
DHANUKA.BO,57560481792.0,20.661814,43.89481,61.8,29.09,19614402560.0,1.25,0.782,Basic Materials,Agricultural Inputs,1136.0,1,2
DHARSUGAR.BO,358786208.0,,,,,,,,Unknown,Unknown,,11,97
DHUNINV.BO,9355512832.0,6.9395323,,221.11,,8282152960.0,0.16,1.106,Financial Services,Capital Markets,6.0,6,20
DICIND.BO,5858484224.0,29.93668,,21.32,,8911089664.0,0.63,0.295,Basic Materials,Specialty Chemicals,,1,86
DISHTV.BO,11820889088.0,,5.836364,-10.79,1.1,16308899840.0,,1.086,Communication Services,Entertainment,341.0,2,38
DIVISLAB.BO,1454834974720.0,70.42299,54.592323,77.78,,90780000256.0,0.55,0.352,Healthcare,Drug Manufacturers - Specialty & Generic,9741.0,7,32
DLF.BO,1571203055616.0,39.2063,36.30678,16.19,,70009167872.0,0.79,0.705,Real Estate,Real Estate - Development,2507.0,9,75
DLINKINDIA.BO,13003669504.0,12.75688,40.694443,28.71,9.0,13479678976.0,3.55,0.682,Technology,Communication Equipment,249.0,10,22
DONEAR.BO,5348199936.0,11.595265,34.513424,8.87,2.98,8986387456.0,0.19,0.647,Consumer Cyclical,Textile Manufacturing,2510.0,3,91
DQE.BO,81661488.0,,,,,,,,Unknown,Unknown,,11,97
DREDGECORP.BO,14432600064.0,,,-25.82,,9576213504.0,,1.257,Industrials,Engineering & Construction,248.0,8,37
DRREDDY.BO,931160064000.0,17.360207,15.486352,64.38,72.17,311305011200.0,0.72,0.372,Healthcare,Drug Manufacturers - Specialty & Generic,27048.0,7,32
DSINVEST.BO,132976976.0,38.160034,,11.06,,10436000.0,,0.698,Financial Services,Capital Markets,3.0,6,20
DSKULKARNI.BO,,,,,,,,,Unknown,Unknown,,11,97
DSSL.BO,13381289984.0,19.571005,,53.73,,12204766208.0,0.05,1.068,Technology,Information Technology Services,1071.0,10,47
DUCON.BO,1858576768.0,13.95122,,0.41,,4388404224.0,,1.156,Industrials,Specialty Industrial Machinery,60.0,8,87
DWARKESH.BO,7085910016.0,,3.414286,-0.02,11.2,12799732736.0,,0.912,Consumer Defensive,Confectioners,1443.0,4,24
DYNAMATECH.BO,45505024000.0,54.052517,63.121525,123.96,106.15,13935399936.0,0.06,0.827,Consumer Cyclical,Auto Parts,747.0,3,10
DYNPRO.BO,3232632576.0,20.833334,13.484696,12.9,19.93,3523799040.0,,0.253,Basic Materials,Specialty Chemicals,446.0,1,86
EASTSILK.BO,168169040.0,,,,,,,,Unknown,Unknown,,11,97
EASUNREYRL.BO,76985248.0,,,,,,,,Unknown,Unknown,,11,97
ECLERX.BO,133501984768.0,26.595636,31.824142,106.76,89.22,32341080064.0,0.04,1.016,Technology,Information Technology Services,14191.0,10,47
EDELWEISS.BO,82444656640.0,14.850746,4.52959,6.03,19.77,65169698816.0,1.68,1.236,Financial Services,Financial Conglomerates,6000.0,6,41
EDUCOMP.BO,213092576.0,,,-1.34,,38395000.0,,0.782,Consumer Defensive,Education & Training Services,32.0,4,33
EICHERMOT.BO,1308686024704.0,29.499413,4.2664456,161.81,1118.8,186457702400.0,1.07,0.535,Consumer Cyclical,Auto Manufacturers,5249.0,3,9
EIDPARRY.BO,117982371840.0,14.534604,10.305124,45.66,,303545286656.0,0.97,0.627,Basic Materials,Agricultural Inputs,2319.0,1,2
EIHAHOTELS.BO,19405164544.0,23.58889,19.693878,13.5,16.17,4008293120.0,1.88,0.114,Consumer Cyclical,Lodging,423.0,3,54
EIHOTEL.BO,199553646592.0,28.08979,18.660818,11.36,,27354300416.0,0.38,0.395,Consumer Cyclical,Lodging,5035.0,3,54
EIMCOELECO.BO,8406548480.0,17.88818,29.083017,81.47,50.11,2664880896.0,0.34,0.62,Industrials,Farm & Heavy Construction Machinery,124.0,8,39
EKC.BO,13335920640.0,13.459796,7.474843,8.83,,14029321216.0,0.59,1.733,Industrials,Specialty Industrial Machinery,659.0,8,87
ELDEHSG.BO,7079759872.0,23.637558,4.7704234,30.46,150.93,1463622016.0,1.11,1.298,Real Estate,Real Estate Services,54.0,9,77
ELECON.BO,92553781248.0,24.876358,22.05615,16.58,18.7,19940100096.0,0.36,1.221,Industrials,Specialty Industrial Machinery,1974.0,8,87
ELECTCAST.BO,57367572480.0,7.447833,7.25,12.46,,76206276608.0,2.48,0.657,Industrials,Building Products & Equipment,2901.0,8,18
ELECTHERM.BO,9694085120.0,2.687403,,283.08,,41718599680.0,,0.765,Basic Materials,Steel,2431.0,1,89
ELGIEQUIP.BO,135477747712.0,41.82129,48.22635,10.24,8.88,33834500096.0,0.47,0.668,Industrials,Specialty Industrial Machinery,2172.0,8,87
EMAMIINFRA.BO,1.879613194947789e+16,,,,,,,,Unknown,Unknown,,11,97
EMAMILTD.BO,231344996352.0,29.152914,38.102085,18.18,13.91,37373845504.0,1.51,0.812,Consumer Defensive,Household & Personal Products,3289.0,4,46
EMKAY.BO,5012155904.0,8.818222,,22.72,,3763140096.0,0.75,0.919,Financial Services,Capital Markets,513.0,6,20
EMMBI.BO,1815954944.0,19.542744,7.8577137,5.03,12.51,4025139968.0,0.31,0.643,Consumer Cyclical,Packaging & Containers,,3,69
ENERGYDEV.BO,891100032.0,,,-15.89,,338854016.0,,0.758,Utilities,Utilities - Regulated Electric,64.0,12,99
ENGINERSIN.BO,84390600704.0,20.317997,18.675373,7.39,8.04,28824963072.0,2.0,0.846,Industrials,Engineering & Construction,2658.0,8,37
ENIL.BO,6697691136.0,82.64706,7.317708,1.7,19.2,5452314112.0,1.07,0.708,Communication Services,Broadcasting,916.0,2,16
EON.BO,,,,,,,,,Unknown,Unknown,,11,97
EROSMEDIA.BO,918857024.0,,,-43.25,,1398899968.0,,1.117,Communication Services,Entertainment,72.0,2,38
ESABINDIA.BO,69614075904.0,40.48747,,111.7,,13466800128.0,2.26,0.596,Industrials,Tools & Accessories,771.0,8,94
ESCORTS.BO,315707392000.0,25.975113,51.281937,110.5,55.97,91456897024.0,0.98,0.413,Industrials,Farm & Heavy Construction Machinery,3897.0,8,39
ESSARSHPNG.BO,4965353984.0,0.8558687,,28.03,,3340900096.0,,1.114,Industrials,Marine Shipping,,8,57
ESTER.BO,12211341312.0,,,-1.57,,12396176384.0,0.3,0.81,Basic Materials,Specialty Chemicals,522.0,1,86
EUROASIA.BO,42639984.0,,,,,,,,Unknown,Unknown,,11,97
EUROCERA.BO,37448848.0,,,,,,,,Unknown,Unknown,,11,97
EUROMULTI.BO,34034000.0,,,,,,,,Unknown,Unknown,,11,97
EUROTEXIND.BO,114535672.0,,,-4.98,,12846000.0,,0.256,Real Estate,Real Estate - Development,29.0,9,75
EVEREADY.BO,21991540736.0,27.479563,32.28922,11.01,9.37,13263876096.0,0.33,1.071,Industrials,Electrical Equipment & Parts,1972.0,8,34
EVERESTIND.BO,8700945408.0,,11.927999,-3.69,46.11,17022750720.0,0.45,0.667,Industrials,Building Products & Equipment,1431.0,8,18
EXCEL.BO,1072132032.0,38.0,,0.02,,102645264.0,,0.001,Industrials,Conglomerates,6.0,8,25
EXCELINDUS.BO,10961650688.0,13.773496,5.8570657,63.31,148.88,9637634048.0,0.63,0.843,Basic Materials,Specialty Chemicals,1048.0,1,86
EXIDEIND.BO,295545012224.0,37.30687,29.819899,9.32,11.66,170753294336.0,0.58,0.747,Consumer Cyclical,Auto Parts,5151.0,3,10
FACT.BO,450362114048.0,,,-1.39,,40594460672.0,0.14,0.591,Basic Materials,Agricultural Inputs,1523.0,1,2
FCL.BO,26180386816.0,21.78265,17.851562,10.49,,5665646080.0,0.35,1.188,Basic Materials,Specialty Chemicals,205.0,1,86
FCONSUMER.BO,1058425856.0,,0.7681159,-0.26,0.69,4188943104.0,,0.814,Consumer Defensive,Packaged Foods,18.0,4,68
FDC.BO,62168997888.0,22.824268,29.373077,16.73,13.0,20782643200.0,2.62,0.293,Healthcare,Drug Manufacturers - Specialty & Generic,6659.0,7,32
FEDDERELEC.BO,,,,,,,,,Unknown,Unknown,,11,97
FEDERALBNK.BO,435967164416.0,10.882354,9.4755335,16.32,,132330848256.0,0.68,0.946,Financial Services,Banks - Regional,14604.0,6,11
FEL.BO,286696896.0,,,-36.7,,21933699072.0,,1.488,Consumer Cyclical,Department Stores,,3,29
FELDVR.BO,286696960.0,,,-46.57,,21933699072.0,,1.488,Consumer Cyclical,Department Stores,,3,29
FIEMIND.BO,36105367552.0,18.76094,24.215357,73.12,56.65,23263158272.0,1.46,1.075,Consumer Cyclical,Auto Parts,2418.0,3,10
FILATEX.BO,17714253824.0,13.905924,5.378706,2.87,7.42,41979731968.0,0.5,1.298,Consumer Cyclical,Textile Manufacturing,2692.0,3,91
FINCABLES.BO,125211164672.0,18.017166,26.215178,45.44,31.23,51253301248.0,0.98,0.858,Industrials,Electrical Equipment & Parts,1576.0,8,34
FLEXITUFF.BO,1179979648.0,0.3251922,,110.55,,3412194048.0,,1.872,Consumer Cyclical,Textile Manufacturing,6876.0,3,91
FLFL.BO,353106272.0,,0.14239219,-88.0,12.29,23132899328.0,,1.161,Consumer Cyclical,Apparel Manufacturing,3841.0,3,6
FMGOETZE.BO,18400317440.0,12.86965,18.932457,25.7,17.47,17739960320.0,,0.437,Consumer Cyclical,Auto Parts,2937.0,3,10
FMNL.BO,1169224064.0,1.2617801,,15.28,,1011542976.0,,1.247,Real Estate,Real Estate Services,54.0,9,77
FORCEMOT.BO,87752179712.0,17.331175,45.866737,384.27,145.2,77269303296.0,0.3,0.854,Consumer Cyclical,Auto Manufacturers,4473.0,3,9
FORTIS.BO,460637667328.0,59.877335,157.66151,10.19,3.87,75614298112.0,0.16,0.678,Healthcare,Medical Care Facilities,12088.0,7,58
FOSECOIND.BO,22279165952.0,31.948896,58.073914,109.19,60.07,5106381824.0,0.72,0.426,Basic Materials,Chemicals,220.0,1,21
FSL.BO,238594080768.0,42.940445,56.36808,8.06,6.14,74893180928.0,1.16,1.056,Technology,Information Technology Services,34144.0,10,47
GABRIEL.BO,66578993152.0,28.986868,58.010014,15.99,7.99,39072051200.0,0.76,1.157,Consumer Cyclical,Auto Parts,2416.0,3,10
GAEL.BO,47816454144.0,15.490342,4.215528,6.73,24.73,46924001280.0,0.34,0.442,Consumer Defensive,Packaged Foods,2346.0,4,68
GAIL.BO,1025712455680.0,8.249603,8.526454,18.91,,1382177177600.0,8.33,0.958,Utilities,Utilities - Regulated Gas,5038.0,12,100
GANDHITUBE.BO,7203705344.0,11.990292,18.801142,49.44,31.53,1686493952.0,2.19,0.804,Industrials,Metal Fabrication,385.0,8,60
GANECOS.BO,33231671296.0,32.1523,53.815575,40.84,24.4,14266923008.0,0.34,0.995,Consumer Cyclical,Textile Manufacturing,2377.0,3,91
GANESHHOUC.BO,90245693440.0,16.527946,60.091614,65.48,18.01,9851493376.0,1.02,0.568,Real Estate,Real Estate - Development,112.0,9,75
GAYAPROJ.BO,1128810112.0,,0.40936866,-72.23,14.73,14119771136.0,,2.235,Industrials,Engineering & Construction,2390.0,8,37
GEECEE.BO,7609767424.0,12.513755,,29.08,,1827904000.0,0.55,0.748,Real Estate,Real Estate - Development,63.0,9,75
GENESYS.BO,26376919040.0,50.24261,48.09144,13.19,13.78,2880398080.0,,0.522,Technology,Software - Application,991.0,10,82
GENUSPOWER.BO,70712844288.0,33.227276,91.375,7.7,2.8,19253571584.0,0.23,0.694,Industrials,Electrical Equipment & Parts,1644.0,8,34
GEOJITFSL.BO,19866578944.0,10.200573,16.367815,6.98,4.35,7425508864.0,1.9,0.875,Financial Services,Capital Markets,2568.0,6,20
GEPIL.BO,15828715520.0,,,-3.65,,16136899584.0,,0.985,Industrials,Engineering & Construction,1313.0,8,37
GESHIP.BO,115741335552.0,4.0160565,4.0744095,201.79,198.9,55968301056.0,4.33,0.848,Industrials,Marine Shipping,242.0,8,57
GHCL.BO,55384580096.0,9.208725,13.545668,62.81,42.7,32253900800.0,2.07,0.387,Basic Materials,Chemicals,979.0,1,21
GICHSGFIN.BO,8909664256.0,4.980433,4.5118628,33.22,36.67,3421900032.0,2.72,1.301,Financial Services,Mortgage Finance,335.0,6,61
GILLANDERS.BO,2278290432.0,5337.5,,0.02,,4079941888.0,,0.871,Consumer Defensive,Farm Products,7058.0,4,40
GILLETTE.BO,257299267584.0,54.34786,,145.29,,27934400512.0,1.39,0.123,Consumer Defensive,Household & Personal Products,523.0,4,46
GINNIFILA.BO,1892867200.0,,,-2.85,,3681072128.0,,1.0,Consumer Cyclical,Textile Manufacturing,458.0,3,91
GIPCL.BO,23920345088.0,11.510189,8.236979,13.74,19.2,12907051008.0,2.5,0.52,Utilities,Utilities - Regulated Electric,416.0,12,99
GITANJALI.BO,,,,,,,,,Unknown,Unknown,,11,97
GLAXO.BO,419203612672.0,48.77883,79.03386,50.73,31.31,37046362112.0,1.29,0.241,Healthcare,Drug Manufacturers - General,3211.0,7,31
GLENMARK.BO,360847900672.0,,33.274784,-7.16,38.43,139607703552.0,0.2,0.891,Healthcare,Drug Manufacturers - Specialty & Generic,14989.0,7,32
GLOBALVECT.BO,3258500096.0,,,-5.19,,5577567232.0,,0.823,Industrials,Airports & Air Services,436.0,8,4
GLOBUSSPR.BO,25086326784.0,144.83278,,5.98,,24723052544.0,0.4,0.819,Consumer Defensive,Beverages - Wineries & Distilleries,883.0,4,14
GMBREW.BO,13777822720.0,9.910436,,60.85,,14579946496.0,0.93,0.523,Consumer Defensive,Beverages - Wineries & Distilleries,193.0,4,14
GMDCLTD.BO,76812902400.0,11.518837,15.049845,20.97,16.05,28148336640.0,3.95,0.652,Energy,Thermal Coal,837.0,5,92
GNFC.BO,68915322880.0,13.388525,6.144373,35.03,76.33,79467298816.0,3.52,0.402,Basic Materials,Chemicals,2134.0,1,21
GOACARBON.BO,3856252416.0,,,-6.7,,5547423744.0,4.75,1.832,Basic Materials,Specialty Chemicals,182.0,1,86
GOCLCORP.BO,14271922176.0,10.267474,,28.04,,6262211072.0,1.39,1.251,Basic Materials,Specialty Chemicals,218.0,1,86
GODFRYPHLP.BO,268958253056.0,26.737417,18.588825,194.11,,51114590208.0,1.75,0.41,Consumer Defensive,Tobacco,1123.0,4,93
