,Security Id,Security Name,Group,Industry
1875,BHARATIDIL,Bharati Defence and Infrastructure Ltd,Z ,Commercial Vehicles
1876,DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD.,B ,Sugar
1877,INDOCO,INDOCO REMEDIES LTD.,B ,Pharmaceuticals
1878,VIPCLOTHNG,VIP Clothing Ltd,B ,Comm.Trading  &amp; Distribution
1879,XCHANGING,XCHANGING SOLUTIONS LTD.,B ,BPO/KPO
1880,JETAIRWAYS,JET AIRWAYS (INDIA) LTD.,A ,Airlines
1881,MORARJEE,MORARJEE TEXTILES LTD.,B ,Textiles
1883,JINDALPHOT,JINDAL PHOTO LTD.,T ,Photographic Products
1884,JPPOWER,Jaiprakash Power Ventures Limited,B ,Electric Utilities
1886,MBECL,MCNALLY BHARAT ENGINEERING COMPANY LTD.,T ,Construction &amp; Engineering
1887,GOKEX,GOKALDAS EXPORTS LTD.,B ,Other Apparels &amp; Accessories
1889,IIFL,IIFL Holdings Limited,A ,Other Financial Services
1890,MANGALAM,MANGALAM DRUGS &amp; ORGANICS LTD.,B ,Pharmaceuticals
1891,SHOPERSTOP,SHOPPERS STOP LTD.,B ,Department Stores
1892,CYBERMEDIA,CYBER MEDIA (INDIA) LTD.,T ,Publishing
1893,NDL,Nandan Denim Limited,B ,Textiles
1894,JSWHL,JSW Holdings Limited,B ,Holding Companies
1896,JKCEMENT,J.K.CEMENT LTD.,B ,Cement &amp; Cement Products
1897,BEEYU,BEEYU OVERSEAS LTD.,XT,Comm.Trading  &amp; Distribution
1898,UNIPLY,UNIPLY INDUSTRIES LTD.,B ,Forest Products
1900,YESBANK,YES BANK LTD.,A ,Banks
1901,NECLIFE,NECTAR LIFESCIENCES LTD.,B ,Pharmaceuticals
1902,MSPL,MSP STEEL &amp; POWER LTD.,T ,Iron &amp; Steel Products
1903,SPLIL,SPL INDUSTRIES LTD.,B ,Other Apparels &amp; Accessories
1904,KTKBANK,KARNATAKA BANK LTD.,A ,Banks
1905,MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,A ,Tea &amp; Coffee
1906,FACORALL,FACOR ALLOYS LTD.,XT,Iron &amp; Steel/Interm.Products
1907,EON,EON ELECTRIC LTD.,T ,Other Elect.Equip./ Prod.
1909,VIVIMEDLAB,VIVIMED LABS LTD.,B ,Pharmaceuticals
1910,RML,RANE (MADRAS) LTD.,B ,Auto Parts &amp; Equipment
1911,HTMEDIA,HT MEDIA LTD.,B ,Publishing
1912,SASKEN,Sasken Technologies Ltd,B ,IT Consulting &amp; Software
1913,RAJVIR,RAJVIR INDUSTRIES LTD.,B ,Textiles
1914,SUZLON,SUZLON ENERGY LTD.,A ,Heavy Electrical Equipment
1915,AURIONPRO,AURIONPRO SOLUTIONS LTD.,B ,IT Software Products
1916,RENUKA,SHREE RENUKA SUGARS LTD.,A ,Sugar
1917,KMSUGAR,K.M.SUGAR MILLS LTD.,B ,Sugar
1918,BASML,BANNARI AMMAN SPINNING MILLS LTD.,B ,Textiles
1919,PBAINFRA,PBA INFRASTRUCTURE LTD.,B ,Construction &amp; Engineering
1920,BRFL,BOMBAY RAYON FASHIONS LTD.,B ,Textiles
1923,AIAENG,AIA ENGINEERING LTD.,A ,Other Industrial Goods
1924,EKC,EVEREST KANTO CYLINDER LTD.,B ,Other Industrial Products
1925,KERNEX,KERNEX MICROSYSTEMS (INDIA) LTD.,Z ,Transport Related Services
1926,REPRO,REPRO INDIA LTD.,B ,Comm.Printing/Stationery
1929,RMCL,RADHA MADHAV CORPORATION LTD.,B ,Containers &amp; Packaging
1930,PUNJLLOYD,PUNJ LLOYD LTD.,B ,Construction &amp; Engineering
1932,CELEBRITY,CELEBRITY FASHIONS LTD.,B ,Other Apparels &amp; Accessories
1933,EDUCOMP,EDUCOMP SOLUTIONS LTD.,Z ,Education
1934,NITINSPIN,NITIN SPINNERS LTD.,B ,Textiles
1935,ROHLTD,ROYAL ORCHID HOTELS LTD.,B ,Hotels
1936,ENIL,ENTERTAINMENT NETWORK (INDIA) LTD.,B ,Broadcasting &amp; Cable TV
1937,GSPL,GUJARAT STATE PETRONET LTD.,A ,Utilities:Non-Elec.
1938,JAGRAN,JAGRAN PRAKASHAN LTD.,B ,Publishing
1940,DYNPRO,DYNEMIC PRODUCTS LTD.,T ,Specialty Chemicals
1941,GVKPIL,GVK POWER &amp; INFRASTRUCTURE LTD.,T ,Electric Utilities
1942,SADBHAV,SADBHAV ENGINEERING LTD.,A ,Construction &amp; Engineering
1944,RCOM,RELIANCE COMMUNICATIONS LTD.,A ,Telecom Services
1945,SAKUMA,SAKUMA EXPORTS LTD.,T ,Comm.Trading  &amp; Distribution
1946,KEC,KEC INTERNATIONAL LTD.,A ,Heavy Electrical Equipment
1947,GITANJALI,GITANJALI GEMS LTD.,B ,Other Apparels &amp; Accessories
1948,GILLANDERS,GILLANDERS ARBUTHNOT &amp; CO.LTD.,T ,Diversified
1949,INDOTECH,INDO TECH TRANSFORMERS LTD.,B ,Heavy Electrical Equipment
1950,PRATIBHA,PRATIBHA INDUSTRIES LTD.,T ,Construction &amp; Engineering
1951,BLKASHYAP,B.L.KASHYAP AND SONS LTD.,B ,Realty
1953,VISASTEEL,VISA STEEL LTD.,T ,Iron &amp; Steel/Interm.Products
1954,NITCO,NITCO LTD.,B ,Furniture-Furnishing-Paints
1955,SOLARINDS,SOLAR INDUSTRIES INDIA LTD.,B ,Specialty Chemicals
1957,MALUPAPER,MALU PAPER MILLS LTD.,B ,Paper &amp; Paper Products
1958,UTTAMSUGAR,UTTAM SUGAR MILLS LTD.,B ,Sugar
1959,SGL,STL GLOBAL LTD.,B ,Textiles
1960,KKCL,KEWAL KIRAN CLOTHING LTD.,B ,Other Apparels &amp; Accessories
1961,SUNTV,SUN TV NETWORK LTD.,A ,Broadcasting &amp; Cable TV
1962,GPIL,GODAWARI POWER &amp; ISPAT LTD.,B ,Iron &amp; Steel/Interm.Products
1964,EMKAY,EMKAY GLOBAL FINANCIAL SERVICES LTD.,B ,Other Financial Services
1966,LOKESHMACH,LOKESH MACHINES LTD.,B ,Industrial Machinery
1967,KAMDHENU,Kamdhenu Ltd,T ,Iron &amp; Steel/Interm.Products
1968,PAUSHAKLTD,PAUSHAK LTD.,XT,Agrochemicals
1969,GTNTEX,GTN TEXTILES LTD.,T ,Textiles
1970,INDICAP,Inditrade Capital Limited,XT,Other Financial Services
1971,UNITY,UNITY INFRAPROJECTS LTD.,T ,Construction &amp; Engineering
1972,PFOCUS,PRIME FOCUS LTD.,B ,Movies &amp; Entertainment
1973,ALLCARGO,ALLCARGO LOGISTICS LTD.,B ,Transportation - Logistics
1974,EASUNREYRL,EASUN REYROLLE LTD.,T ,Other Elect.Equip./ Prod.
1976,TECHM,TECH MAHINDRA LTD.,A ,IT Consulting &amp; Software
1978,VOLTAMP,VOLTAMP TRANSFORMERS LTD.,B ,Heavy Electrical Equipment
1981,HOVS,HOV SERVICES LTD.,B ,BPO/KPO
1982,ACE,ACTION CONSTRUCTION EQUIPMENT LTD.,B ,Transport Related Services
1983,GEECEE,GeeCee Ventures Limited,B ,Commodity Chemicals
1985,GAYAPROJ,GAYATRI PROJECTS LTD.,B ,Construction &amp; Engineering
1986,FIEMIND,FIEM INDUSTRIES LTD.,B ,Auto Parts &amp; Equipment
1988,JHS,JHS SVENDGAARD LABORATORIES LTD.,B ,Personal Products
1989,DCBBANK,DCB Bank Limited,A ,Banks
1990,GLOBALVECT,GLOBAL VECTRA HELICORP LTD.,B ,Airlines
1991,GTLINFRA,GTL INFRASTRUCTURE LTD.,B ,Telecom Equipment
1992,SHIVAMAUTO,SHIVAM AUTOTECH LTD.,B ,Auto Parts &amp; Equipment
1993,NAUKRI,INFO EDGE (INDIA) LTD.,A ,Internet &amp; Catalogue Retail
1995,TORNTPOWER,TORRENT POWER LTD.,A ,Electric Utilities
1996,PARSVNATH,PARSVNATH DEVELOPERS LTD.,B ,Realty
1997,SUTLEJTEX,SUTLEJ TEXTILES &amp; INDUSTRIES LTD.,B ,Textiles
1999,SOBHA,Sobha Limited,A ,Realty
2000,RUCHIRA,RUCHIRA PAPERS LTD.,B ,Paper &amp; Paper Products
2003,TANLA,TANLA SOLUTIONS LTD.,B ,IT Software Products
2004,ZEEMEDIA,Zee Media Corporation Limited,B ,Broadcasting &amp; Cable TV
2005,SITINET,Siti Networks Ltd,B ,Broadcasting &amp; Cable TV
2006,LUMAXTECH,LUMAX AUTO TECHNOLOGIES LTD.,B ,Auto Parts &amp; Equipment
2007,AUTOIND,AUTOLINE INDUSTRIES LTD.,T ,Auto Parts &amp; Equipment
2008,NETWORK18,NETWORK18 MEDIA &amp; INVESTMENTS LTD.,A ,Holding Companies
2009,HUBTOWN,HUBTOWN LTD.,B ,Realty
2011,CTE,CAMBRIDGE TECHNOLOGY ENTERPRISES LTD.,B ,IT Software Products
2013,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,B ,Iron &amp; Steel Products
2014,REDINGTON,REDINGTON (INDIA) LTD.,A ,Comm.Trading  &amp; Distribution
2015,AICHAMP,AI CHAMPDANY INDUSTRIES LTD.,T ,Jute &amp; Jute Products
2016,CINELINE,Cineline India Limited,B ,Specialty Retail
2017,PGIL,Pearl Global Industries Limited,B ,Other Apparels &amp; Accessories
2018,FSL,FIRSTSOURCE SOLUTIONS LTD.,A ,BPO/KPO
2019,PFC,POWER FINANCE CORPORATION LTD.,A ,Finance (including NBFCs)
2020,AHLUCONT,AHLUWALIA CONTRACTS (INDIA) LTD.,B ,Realty
2021,TFL,TRANSWARRANTY FINANCE LTD.,B ,Finance (including NBFCs)
2022,CANDC,C &amp; C CONSTRUCTIONS LTD.,T ,Construction &amp; Engineering
2023,INDIANB,INDIAN BANK,A ,Banks
2024,SMSPHARMA,SMS PHARMACEUTICALS LTD.,B ,Pharmaceuticals
2025,ORIENTALTL,ORIENTAL TRIMEX LTD.,T ,Construction Materials
2027,ELAND,E-Land Apparel Limited,B ,Textiles
2028,IDEA,IDEA CELLULAR LTD.,A ,Telecom Services
2029,EUROCERA,EURO CERAMICS LTD.,B ,Furniture-Furnishing-Paints
2030,RAJTV,RAJ TELEVISION NETWORK LTD.,B ,Broadcasting &amp; Cable TV
2031,PAGEIND,PAGE INDUSTRIES LTD.,A ,Other Apparels &amp; Accessories
2032,AMDIND,AMD INDUSTRIES LTD.,B ,Other Industrial Goods
2033,ASTRAL,ASTRAL POLY TECHNIK LTD.,B ,Plastic Products
2034,ABHISHEK,ABHISHEK CORPORATION LTD.,T ,Textiles
2037,ICRA,ICRA LTD.,A ,Other Financial Services
2038,DISHTV,DISH TV INDIA LTD.,A ,Broadcasting &amp; Cable TV
2039,SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH HYPO LTD.,B ,Commodity Chemicals
2040,FORTIS,FORTIS HEALTHCARE LTD.,A ,Healthcare Facilities
2041,TGBHOTELS,TGB BANQUETS AND HOTELS LTD.,B ,Hotels
2042,HILTON,HILTON METAL FORGING LTD.,B ,Other Industrial Products
2043,DELTACORP,DELTA CORP LTD.,A ,Misc.Commercial Services
2045,INSECTICID,INSECTICIDES (INDIA) LTD.,B ,Agrochemicals
2046,MCDHOLDING,MCDOWELL HOLDINGS LTD.,B ,Investment Companies
2047,ASAHISONG,ASAHI SONGWON COLORS LTD.,B ,Specialty Chemicals
2048,NITINFIRE,NITIN FIRE PROTECTION INDUSTRIES LTD.,B ,Industrial Machinery
2049,TIMETECHNO,TIME TECHNOPLAST LTD.,B ,Containers &amp; Packaging
2050,HGS,HINDUJA GLOBAL SOLUTIONS LTD.,B ,BPO/KPO
2051,NELCAST,NELCAST LTD.,B ,Other Industrial Products
2053,QUINTEGRA,QUINTEGRA SOLUTIONS LTD.,T ,IT Consulting &amp; Software
2054,V2RETAIL,V2 RETAIL LTD.,B ,Department Stores
2055,DLF,DLF LTD.,A ,Realty
2056,TARMAT,TARMAT LTD.,B ,Construction &amp; Engineering
2057,CELESTIAL,Celestial Biolabs Limited,B ,Biotechnology
2058,SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,A ,Pharmaceuticals
2059,HDIL,HOUSING DEVELOPMENT &amp; INFRASTRUCTURE LTD.,A ,Realty
2061,ADSL,ALLIED DIGITAL SERVICES LTD.,T ,IT Consulting &amp; Software
2063,ALPA,ALPA LABORATORIES LTD.,B ,Biotechnology
2064,OMAXE,OMAXE LTD.,B ,Realty
2066,REFEX,Refex Industries Limited,B ,Industrial Gases
2067,CENTRALBK,CENTRAL BANK OF INDIA,A ,Banks
2069,NTL,Neueon Towers Ltd,T ,Heavy Electrical Equipment
2070,ASIANTILES,ASIAN GRANITO INDIA LTD.,B ,Furniture-Furnishing-Paints
2071,KPRMILL,K.P.R.MILL LTD.,B ,Textiles
2072,TAKE,TAKE SOLUTIONS LTD.,B ,IT Consulting &amp; Software
2073,PURVA,Puravankara Ltd,B ,Realty
2074,MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LTD.,B ,Finance (including NBFCs)
2075,INDOWIND,INDOWIND ENERGY LTD.,T ,Electric Utilities
2076,NAGREEKCAP,NAGREEKA CAPITAL &amp; INFRASTRUCTURE LTD.,B ,Investment Companies
2077,MAGNUM,MAGNUM VENTURES LTD.,B ,Paper &amp; Paper Products
2078,POWERGRID,POWER GRID CORPORATION OF INDIA LTD.,A ,Electric Utilities
2079,KSCL,KAVERI SEED COMPANY LTD.,A ,Other Agricultural Products
2081,CCCL,CONSOLIDATED CONSTRUCTION CONSORTIUM LTD.,T ,Realty
2082,SUPREMEINF,SUPREME INFRASTRUCTURE INDIA LTD.,T ,Construction &amp; Engineering
2083,MAANALU,MAAN ALUMINIUM LTD.,B ,Construction &amp; Engineering
2086,ARCOTECH,ARCOTECH LTD.,B ,Copper
2087,RELIGARE,RELIGARE ENTERPRISES LTD.,A ,Other Financial Services
2088,BVCL,BARAK VALLEY CEMENTS LTD.,T ,Cement &amp; Cement Products
2090,ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.,A ,Marine Port &amp; Services
2091,EDELWEISS,Edelweiss Financial Services Ltd.,A ,Other Financial Services
2093,KOLTEPATIL,KOLTE-PATIL DEVELOPERS LTD.,B ,Realty
2094,JYOTHYLAB,JYOTHY LABORATORIES LTD.,B ,Household Products
2095,ECLERX,ECLERX SERVICES LTD.,A ,BPO/KPO
2097,BRIGADE,BRIGADE ENTERPRISES LTD.,B ,Realty
2098,BGRENERGY,BGR ENERGY SYSTEMS LTD.,B ,Heavy Electrical Equipment
2099,BURNPUR,BURNPUR CEMENT LTD.,T ,Cement &amp; Cement Products
2100,MANAKSIA,MANAKSIA LTD.,B ,Containers &amp; Packaging
2101,PORWAL,PORWAL AUTO COMPONENTS LTD.,XT,Auto Parts &amp; Equipment
2102,PPAP,PPAP Automotive Limited,B ,Auto Parts &amp; Equipment
2103,ARIES,ARIES AGRO LTD.,T ,Fertilizers
2105,RPOWER,RELIANCE POWER LTD.,A ,Electric Utilities
2106,JKIL,J.KUMAR INFRAPROJECTS LTD.,B ,Construction &amp; Engineering
2107,CORDSCABLE,CORDS CABLE INDUSTRIES LTD.,T ,Other Elect.Equip./ Prod.
2108,KNRCON,KNR CONSTRUCTIONS LTD.,B ,Construction &amp; Engineering
2109,ONMOBILE,OnMobile Global Ltd.,B ,Other Telecom Services
2111,BANG,BANG OVERSEAS LTD.,B ,Other Apparels &amp; Accessories
2112,IRB,IRB INFRASTRUCTURE DEVELOPERS LTD.,A ,Roads &amp; Highways
2113,TULSI,TULSI EXTRUSIONS LTD.,B ,Plastic Products
2114,GSS,GSS INFOTECH LTD.,B ,IT Consulting &amp; Software
2115,NAHARCAP,NAHAR CAPITAL &amp; FINANCIAL SERVICES LTD.,B ,Investment Companies
2116,VGUARD,V-GUARD INDUSTRIES LTD.,A ,Other Elect.Equip./ Prod.
2117,RECLTD,RURAL ELECTRIFICATION CORPORATION LTD.,A ,Finance (including NBFCs)
2122,KIRIINDUS,KIRI INDUSTRIES LTD.,B ,Specialty Chemicals
2123,BIRLAMONEY,ADITYA BIRLA MONEY LTD.-$,B ,Other Financial Services
2124,JAIBALAJI,JAI BALAJI INDUSTRIES LTD.,T ,Iron &amp; Steel/Interm.Products
2125,BAJAJ-AUTO,BAJAJ AUTO LTD.,A ,2/3 Wheelers
2126,BAJAJFINSV,BAJAJ FINSERV LTD.,A ,Holding Companies
2127,GOKUL,GOKUL REFOILS &amp; SOLVENT LTD.,T ,Edible Oils
2128,RPGLIFE,RPG LIFE SCIENCES LTD.,B ,Pharmaceuticals
2130,RBL,RANE BRAKE LINING LTD.,B ,Auto Parts &amp; Equipment
2131,RANEENGINE,RANE ENGINE VALVE LTD.,B ,Auto Parts &amp; Equipment
2133,METKORE,METKORE ALLOYS &amp; INDUSTRIES LTD.,B ,Iron &amp; Steel/Interm.Products
2135,ARCHIDPLY,ARCHIDPLY INDUSTRIES LTD.,B ,Forest Products
2136,KSK,KSK ENERGY VENTURES LTD.,T ,Electric Utilities
2140,LPDC,LANDMARK PROPERTY DEVELOPMENT COMPANY LTD.,T ,Realty
2141,SICAGEN,SICAGEN INDIA LTD.,B ,Comm.Trading  &amp; Distribution
2142,NUTEK,NU TEK INDIA LTD.,B ,Other Telecom Services
2143,20MICRONS,20 MICRONS LTD.,B ,Mining
2145,ALKALI,ALKALI METALS LTD.,B ,Specialty Chemicals
2146,ISGEC,ISGEC HEAVY ENGINEERING LTD.,B ,Industrial Machinery
2147,IMFA,INDIAN METALS &amp; FERRO ALLOYS LTD.,B ,Iron &amp; Steel/Interm.Products
2150,MOLDTKPAC,Mold-Tek Packaging Limited,B ,Containers &amp; Packaging
2151,MHRIL,MAHINDRA HOLIDAYS &amp; RESORTS INDIA LTD.,B ,Hotels
2152,EXCEL,Excel Realty N Infra Ltd,T ,BPO/KPO
2154,BENGALASM,BENGAL &amp; ASSAM COMPANY LTD.,B ,Finance (including NBFCs)
2155,ADANIPOWER,ADANI POWER LTD.,A ,Electric Utilities
2156,NHPC,NHPC LTD.,A ,Electric Utilities
2157,JINDCOT,JINDAL COTEX LTD.,T ,Textiles
2158,GLOBUSSPR,GLOBUS SPIRITS LTD.,T ,Breweries &amp; Distilleries
2159,OIL,OIL INDIA LTD.,A ,Exploration &amp; Production
2160,RNAVAL,Reliance Naval and Engineering Ltd,A ,Defence
2161,EUROMULTI,EURO MULTIVISION LTD.,B ,Storage Media &amp; Peripherals
2162,SPSL,SHREE PRECOATED STEELS LTD.,XT,Iron &amp; Steel Products
2164,RTNPOWER,RattanIndia Power Limited,A ,Electric Utilities
2165,DEN,Den Networks Ltd,A ,Broadcasting &amp; Cable TV
2166,ASTEC,ASTEC LIFESCIENCES LIMITED,B ,Agrochemicals
2168,DLINKINDIA,D-Link (India) Ltd,B ,IT Networking Equipment
2169,JSWENERGY,JSW Energy Ltd,A ,Electric Utilities
2170,GODREJPROP,Godrej Properties Ltd,A ,Realty
2171,DBCORP,D B Corp Ltd,A ,Publishing
2172,MBLINFRA,MBL Infrastructures Ltd,T ,Construction &amp; Engineering
2173,INFINITE,Infinite Computer Solutions (India) Ltd,B ,IT Consulting &amp; Software
2174,JUBLFOOD,Jubilant FoodWorks Ltd,A ,Restaurants
2175,VASCONEQ,Vascon Engineers Ltd,B ,Realty
2177,THANGAMAYL,Thangamayil Jewellery Ltd,B ,Other Apparels &amp; Accessories
2178,DBREALTY,D B Realty Ltd,B ,Realty
2179,EMMBI,Emmbi Industries Ltd,B ,Containers &amp; Packaging
2180,HATHWAY,Hathway Cable &amp; Datacom Ltd,A ,Broadcasting &amp; Cable TV
2181,ARSSINFRA,ARSS INFRASTRUCTURE PROJECTS LTD.,T ,Construction &amp; Engineering
2182,TEXMOPIPES,TEXMO PIPES &amp; PRODUCTS LTD.,T ,Plastic Products
2183,SUNDARAM,SUNDARAM MULTI PAP LTD.,B ,Comm.Printing/Stationery
2184,ROSSELLIND,ROSSELL INDIA LTD.,B ,Tea &amp; Coffee
2185,MANINFRA,MAN INFRACONSTRUCTION LTD.,B ,Construction &amp; Engineering
2187,DQE,DQ ENTERTAINMENT (INTERNATIONAL) LTD.,T ,Movies &amp; Entertainment
2190,PERSISTENT,PERSISTENT SYSTEMS LTD.,A ,IT Consulting &amp; Software
2191,ISFT,INTRASOFT TECHNOLOGIES LTD.,B ,Internet &amp; Catalogue Retail
2192,GOENKA,GOENKA DIAMOND &amp; JEWELS LTD.,Z ,Other Apparels &amp; Accessories
2193,KCPSUGIND,KCP SUGAR &amp; INDUSTRIES CORPORATION LTD.,B ,Sugar
2194,KECL,Kirloskar Electric Company Ltd,B ,Other Elect.Equip./ Prod.
2195,TALWALKARS,Talwalkars Better Value Fitness Ltd,B ,Other Leisure Facilities
2197,TARAPUR,Tarapur Transformers Ltd,T ,Heavy Electrical Equipment
2199,SJVN,SJVN Ltd,A ,Electric Utilities
2200,JPINFRATEC,Jaypee Infratech Ltd,B ,Roads &amp; Highways
2202,TECHNOFAB,TECHNOFAB ENGINEERING LIMITED,T ,Construction &amp; Engineering
2203,HMVL,HINDUSTAN MEDIA VENTURES LTD.,B ,Publishing
2204,EMAMIINFRA,EMAMI INFRASTRUCTURE LTD.,B ,Realty
2205,AHLWEST,ASIAN HOTELS (WEST) LTD.,T ,Hotels
2206,AHLEAST,ASIAN HOTELS (EAST) LTD.,B ,Hotels
2209,GPPL,GUJARAT PIPAVAV PORT LTD.,A ,Marine Port &amp; Services
2210,WELINV,WELSPUN INVESTMENTS AND COMMERCIALS LTD.,B ,Other Financial Services
2211,INDOSOLAR,INDOSOLAR LTD.,B ,Other Elect.Equip./ Prod.
2212,SASTASUNDR,Sastasundar Ventures Ltd,T ,Healthcare Services
2213,CAREERP,CAREER POINT LTD.,B ,Education
2214,EROSMEDIA,EROS INTERNATIONAL MEDIA LTD.,B ,Movies &amp; Entertainment
2215,RAMKY,RAMKY INFRASTRUCTURE LTD.,B ,Construction &amp; Engineering
2216,GREENPOWER,ORIENT GREEN POWER COMPANY LTD.,B ,Electric Utilities
2217,ESL,ELECTROSTEEL STEELS LTD.,T ,Construction &amp; Engineering
2218,CANTABIL,CANTABIL RETAIL INDIA LTD.,B ,Other Apparels &amp; Accessories
2219,WABAG,VA TECH WABAG LTD.,A ,Utilities:Non-Elec.
2220,BEDMUTHA,BEDMUTHA INDUSTRIES LTD.,B ,Iron &amp; Steel Products
2221,ASHOKA,ASHOKA BUILDCON LTD.,B ,Roads &amp; Highways
2223,OBEROIRLTY,OBEROI REALTY LTD.,A ,Realty
2224,PRESTIGE,PRESTIGE ESTATES PROJECTS LTD.,A ,Realty
2227,COALINDIA,COAL INDIA LTD.,A ,Coal
2229,GRAVITA,GRAVITA INDIA LTD.,B ,Other Non-Ferrous Metals
2230,RPPINFRA,RPP INFRA PROJECTS LTD.,B ,Construction &amp; Engineering
2231,RDBRIL,RDB REALTY &amp; INFRASTRUCTURE LTD.,XT,Realty
2232,MOIL,MOIL LTD.,B ,Mining
2233,ZEELEARN,ZEE LEARN LTD.,B ,Education
2235,KTIL,KESAR TERMINALS &amp; INFRASTRUCTURE LTD.,B ,Transportation - Logistics
2236,A2ZINFRA,A2Z Infra Engineering Limited,B ,Utilities:Non-Elec.
2237,KIRLOSENG,KIRLOSKAR OIL ENGINES LTD.,B ,Auto Parts &amp; Equipment
2238,RKDL,RAVI KUMAR DISTILLERIES LTD.,T ,Breweries &amp; Distilleries
2239,PSB,PUNJAB &amp; SIND BANK,B ,Banks
2240,FMNL,FUTURE MARKET NETWORKS LTD.,B ,Department Stores
2241,SURANASOL,Surana Solar Limited,T ,Electronic Components
2243,KICL,KALYANI INVESTMENT COMPANY LTD.,B ,Investment Companies
2244,BFINVEST,BF INVESTMENT LTD.,B ,Holding Companies
2245,SUMMITSEC,SUMMIT SECURITIES LTD.,B ,Investment Companies
2247,STEL,STEL Holdings&#160;Limited,B ,Holding Companies
2248,OMKARCHEM,OMKAR SPECIALITY CHEMICALS LTD.,B ,Specialty Chemicals
2250,BILENERGY,BIL ENERGY SYSTEMS LTD.,T ,Other Elect.Equip./ Prod.
2251,TEXRAIL,TEXMACO RAIL &amp; ENGINEERING LTD.,B ,Construction &amp; Engineering
2252,INDTERRAIN,INDIAN TERRAIN FASHIONS LTD.,B ,Other Apparels &amp; Accessories
2253,FCL,FINEOTEX CHEMICAL LTD.,B ,Specialty Chemicals
2254,DHUNINV,DHUNSERI INVESTMENTS LTD.,B ,Investment Companies
2255,ZENTEC,ZEN TECHNOLOGIES LTD.,B ,IT Software Products
2256,LOVABLE,LOVABLE LINGERIE LTD.,B ,Other Apparels &amp; Accessories
2257,PFS,PTC INDIA FINANCIAL SERVICES LTD.,B ,Finance (including NBFCs)
2260,MUTHOOTFIN,MUTHOOT FINANCE LTD.,A ,Finance (including NBFCs)
2261,FCONSUMER,Future Consumer Ltd,A ,Packaged Foods
2263,CNOVAPETRO,CIL NOVA PETROCHEMICALS LTD.,B ,Textiles
2265,KARMAENG,KARMA ENERGY LTD.,T ,Electric Utilities
2267,RUSHIL,RUSHIL DECOR LTD.,B ,Forest Products
2269,BGLOBAL,BHARATIYA GLOBAL INFOMEDIA LTD.,T ,IT Consulting &amp; Software
2270,INVENTURE,INVENTURE GROWTH &amp; SECURITIES LTD.,B ,Other Financial Services
2273,TREEHOUSE,TREE HOUSE EDUCATION &amp; ACCESSORIES LTD.,T ,Education
2274,BROOKS,BROOKS LABORATORIES LTD.,B ,Pharmaceuticals
2275,RUPA,RUPA &amp; COMPANY LTD.,B ,Other Apparels &amp; Accessories
2276,TDPOWERSYS,T D POWER SYSTEMS LTD.,B ,Heavy Electrical Equipment
2278,APLLTD,ALEMBIC PHARMACEUTICALS LTD.,A ,Pharmaceuticals
2279,VASWANI,VASWANI INDUSTRIES LTD.,B ,Iron &amp; Steel/Interm.Products
2280,PGEL,PG ELECTROPLAST LTD.,B ,Consumer Electronics
2282,TIJARIA,TIJARIA POLYPIPES LTD.,B ,Plastic Products
2283,ONELIFECAP,ONELIFE CAPITAL ADVISORS LTD.,T ,Investment Companies
2284,FLEXITUFF,FLEXITUFF INTERNATIONAL LTD.,B ,Plastic Products
2286,TRITURBINE,TRIVENI TURBINE LTD.,B ,Heavy Electrical Equipment
2287,INDOTHAI,INDO THAI SECURITIES LTD.,B ,Other Financial Services
2288,ESSARSHPNG,ESSAR SHIPPING LTD.,B ,Shipping
2289,APLAPOLLO,APL APOLLO TUBES LTD.,B ,Iron &amp; Steel Products
2290,GPTINFRA,GPT INFRAPROJECTS LTD.,B ,Construction &amp; Engineering
2291,THOMASCOTT,THOMAS SCOTT (INDIA) LIMITED,T ,Other Apparels &amp; Accessories
2292,TERASOFT,TERA SOFTWARE LTD.,B ,IT Consulting &amp; Software
2293,FUTSOL,FUTURISTIC SOLUTIONS LTD.,XT,Other Financial Services
2294,AIML,ALLIANCE INTEGRATED METALIKS LTD.,XT,Iron &amp; Steel Products
2296,MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD.,A ,Investment Companies
2298,SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,B ,Heavy Electrical Equipment
2300,NBCC,NBCC (India) Ltd,A ,Construction &amp; Engineering
2301,MTEDUCARE,MT EDUCARE LTD.,T ,Education
2302,HEXATRADEX,HEXA TRADEX LTD.,T ,Comm.Trading  &amp; Distribution
2303,TBZ,TRIBHOVANDAS BHIMJI ZAVERI LTD.,B ,Other Apparels &amp; Accessories
2304,VSSL,VARDHMAN SPECIAL STEELS LTD.,B ,Iron &amp; Steel Products
2305,SPECIALITY,SPECIALITY RESTAURANTS LTD.,B ,Restaurants
2306,LYPSAGEMS,Lypsa Gems &amp; Jewellery Ltd,B ,Other Apparels &amp; Accessories
